Subject,Catalog Number,Title,Topic,Campus
ECE,498A,Engineering Design Project,,UW
ECE,498B,Engineering Design Project,,UW
ECE,499,Engineering Project,,UW
ECON,100,Principles of Economics,,UW
ECON,101,Intro Microeconomics,,UW
ECON,101,Intro Microeconomics,,ONLN
ECON,102,Intro Macroeconomics,,UW
ECON,102,Intro Macroeconomics,,ONLN
ECON,120W,Intro to Microeconomics (WLU),,ONLNL
ECON,140W,Intro to Macroeconomics (WLU),,WLU
ECON,140W,Intro to Macroeconomics (WLU),,ONLNL
ECON,201,Microecon Theory: Bus & Policy,,UW
ECON,206,Money & Banking 1,,UW
ECON,207,Economic Growth & Dev 1,,UW
ECON,207W,Economic Development (WLU),,WLU
ECON,211,Intro Mathematical Econ,,UW
ECON,212,Intro Game Theory,,UW
ECON,221,Statistics for Economists,,UW
ECON,223W,Econ Cdn Banking&Fin Sys (WLU),,WLU
ECON,223W,Econ Cdn Banking&Fin Sys (WLU),,ONLNL
ECON,229W,Economics of China (WLU),,ONLNL
ECON,233W,Public Econ: Expenditure (WLU),,WLU
ECON,238W,Environmental Economics (WLU),,WLU
ECON,239W,Intro Internat'l Trade (WLU),,WLU
ECON,241,Intro Public Economics,,ONLN
ECON,248W,Economics of Health (WLU),,ONLNL
ECON,249W,International Finance (WLU),,ONLNL
ECON,250W,Int Macroec Anlys for Mgt(WLU),,ONLNL
ECON,254,Economics of Sport,,ONLN
ECON,260W,Int Microec Analysis Mgt (WLU),,WLU
ECON,261,Philosophy of Economics,,UW
ECON,270W,Microeconomic Theory I (WLU),,WLU
ECON,290,Choice in Competitive Markets,,UW
ECON,290W,Int Macroeconomics I (WLU),,WLU
ECON,295W,Introductory Econometrics(WLU),,WLU
ECON,306,Macroeconomics,,UW
ECON,310EW,"Econ, Tech and Innovation (WLU",,WLU
ECON,310IW,Market Design (WLU),,WLU
ECON,316W,Economics & Gender (WLU),,WLU
ECON,322,Econometric Analysis 1,,UW
ECON,323,Econometric Analysis 2,,UW
ECON,332,International Finance,,UW
ECON,371,Business Finance 1,,UW
ECON,390W,Interm Macroeconomics II (WLU),,WLU
ECON,391,Equilibrium: Market Economies,,UW
ECON,392,Strategic Sit & Welfare Econ,,UW
ECON,393,Market Failures,,UW
ECON,407,Economic Growth & Dev 2,,UW
ECON,409,"Workers, Jobs & Wages",,UW
ECON,412,Topics: Game Theory,,UW
ECON,421,Econometric Theory,,UW
ECON,422,Microeconometric Analysis,,UW
ECON,423,Time Series Econometrics,,UW
ECON,443,Political Economy,,UW
ECON,472,Senior Honours Essay,,UW
ECON,484,Special Topics,Water Economics,UW
ECON,496,Advanced Macroeconomics,,UW
EMLS,101R,Oral Comm: Academic Purposes,,REN
EMLS,101R,Oral Comm: Academic Purposes,,ONLNR
EMLS,102R,Clear Comm in Engl Writing,,REN
EMLS,102R,Clear Comm in Engl Writing,,ONLNR
EMLS,103R,Effective Engl Pronunciation,,BLNDR
EMLS,129R,Written Academic English,,ONLNR
ENBUS,112,Op Sustainable Dev in Business,,UW
ENBUS,302,Strategies for Env & Business,,UW
ENBUS,310,Intro Sustainable Finance,,UW
ENBUS,314,Sustainable Business Models,,UW
ENBUS,402B,Env & Bus Project B,,UW
ENBUS,405,Intro Life Cycle Assessment,,UW
ENBUS,410,Engaging Stakeholders,,UW
ENBUS,475,Env & Bus Special Topics,Interdiscipl Capstone Project,UW
ENBUS,475,Env & Bus Special Topics,Business Plan Project,UW
ENGL,100A,Fiction,,STJ
ENGL,101A,Intro Literary Studies,,UW
ENGL,101B,Intro Rhetorical Studies,,UW
ENGL,101B,Intro Rhetorical Studies,,ONLN
ENGL,101C,Intro Literature & Rhetoric,,UW
ENGL,104,Rhetoric in Popular Culture,,UW
ENGL,108A,The Superhero,,STJ
ENGL,108B,Global English Literatures,,UW
ENGL,108D,Digital Lives,,UW
ENGL,108D,Digital Lives,,ONLN
ENGL,108G,Horror,,UW
ENGL,108P,Popular Potter,,UW
ENGL,109,Intro Academic Writing,,UW
ENGL,109,Intro Academic Writing,,ONLN
ENGL,119,Communications (Math/Comp Sci),,UW
ENGL,190,Shakespeare,,UW
ENGL,191,Eng Comm (AE/CIVE/ENVE/GEOE),,UW
ENGL,192,Eng Comm (COMPE/ELE/MGTE),,UW
ENGL,193,Communication in the Sciences,Communication in the Phys Sci,UW
ENGL,193,Communication in the Sciences,Communication in the Life Sci,UW
ENGL,200A,English Literatures 1,,ONLN
ENGL,200B,English Literatures 2,,UW
ENGL,200C,English Literatures 3,,ONLN
ENGL,201,The Short Story,,UW
ENGL,203,Designing Digital Media,,UW
ENGL,204,Designing Digital Video,,UW
ENGL,208B,Science Fiction,,UW
ENGL,208C,Children's Literature Studies,,ONLN
ENGL,208G,Gothic Monsters,,UW
ENGL,209,Advanced Academic Writing,,UW
ENGL,210C,Genres of Creative Writing,,UW
ENGL,210C,Genres of Creative Writing,,ONLN
ENGL,210E,Tech Communication Genres,,UW
ENGL,210F,Business Communication Genres,,ONLN
ENGL,213,Literature & the Law,,STJ
ENGL,222,"Health, Illness & Narrative",,UW
ENGL,242,"Lit, Rhetoric & Visual Arts",,STJ
ENGL,251,Literary Theory & Criticism,,STJ
ENGL,251,Literary Theory & Criticism,,ONLN
ENGL,292,Rhetorical Theory & Criticism,,ONLN
ENGL,293,Intro Digital Media Studies,,UW
ENGL,294,Intro Critical Game Studies,,UW
ENGL,295,Social Media,,UW
ENGL,303,Topics: Digital Design,Trends&Future Digtl Media Art,UW
ENGL,304,Designing Digital Sound,,UW
ENGL,306A,Intro Linguistics,,STJ
ENGL,306A,Intro Linguistics,,ONLN
ENGL,308,Race & Resistance,,UW
ENGL,309A,Rhetoric: Classical to Enlight,,ONLN
ENGL,309C,Contemporary Rhetoric,,ONLN
ENGL,310A,Middle English Literature,,STJ
ENGL,313,Early Canadian Literatures,,UW
ENGL,320,Pre-Internet Media Hist,,UW
ENGL,324,Mod & Contemp American Drama,,STJ
ENGL,327,Black Diasporic 1740-1900,,UW
ENGL,335,Creative Writing 1,,STJ
ENGL,335,Creative Writing 1,,ONLN
ENGL,336,Creative Writing 2,,UW
ENGL,336,Creative Writing 2,,STJ
ENGL,344,American Lit: Modern,,UW
ENGL,345,American Lit: Global Context,,ONLN
ENGL,371,Editing Literary Works,,UW
ENGL,372,Women & Medicine in Lit,,STJ
ENGL,378,Prof Comm (Stats & Actsc),,STJ
ENGL,403,Res Project: Digital Design,,BLND
ENGL,406,Advanced Rhetorical Study,The Rhetoric of Fascism,UW
ENGL,408C,Digi Dsgn Rhet: Theory & Pract,,UW
ENGL,432,Topics: Creative Writing,Writers on Creative Writing,STJ
ENGL,481,Topics: Hist & Theory of Lang,Phonetics for Speech Sciences,UW
ENGL,484,Topics: Medieval-Romantic Lit,Early Modern Trans* Writing,UW
ENGL,486,Topics: Lit Modern to Contemp,War & Conflict in Literature,STJ
ENGL,494,Topics: Media & Crit Analysis,Critical Analysis of Humour,UW
ENTR,301W,Business Model Execution(WLU),,WLU
ENVE,223,Diff Equations & Balance Laws,,UW
ENVE,224,Probability & Statistics,,UW
ENVE,275,Environmental Chemistry,,UW
ENVE,280,Fluid Mechanics,,UW
ENVE,298,Seminar,,UW
ENVE,335,Decision Making,,UW
ENVE,376,Biological Processes,,UW
ENVE,382,Hydrol & Open Channel Flow,,UW
ENVE,383,Adv Hydrology & Hydraulics,,UW
ENVE,391,Law & Ethics,,UW
ENVE,399,Seminar,,UW
ENVE,401,Design Project 2,,UW
ENVE,495,Topics: Design Intensive,Air Quality Enginrng & Impacts,UW
ENVE,497,Topics: Env Eng,Env Fate of Organic Pollutants,UW
ENVE,499,Seminar,,UW
ENVE,573,Contaminant Transport,,UW
ENVE,577,Eng Solid Waste Management,,UW
ENVE,583,Design of Urban Water Systems,,UW
ENVS,131,Comm for Env Professions,,UW
ENVS,178,Env Appli: Data Mgmt & Stats,,UW
ENVS,195,Intro Environmental Studies,,UW
ENVS,200,Field Ecology,,UW
ENVS,205,Sustainability: Future We Want,,ONLN
ENVS,220,Ecological Economics,,UW
ENVS,278,Applied Stats for Env Research,,UW
ENVS,410,Urban Futures Project,,UW
ENVS,444,Parks & Natural Areas Mgmt,,UW
ENVS,469,Landscape: Ecol/Rest/Rehab,,UW
ENVS,474,Env Special Topics,Interdiscipl Capstone Project,UW
ENVS,474,Env Special Topics,Happiness & Sustainability,UW
ERS,101,"Env, Resources & Sust Approach",,UW
ERS,102,Sust: Really Long View,,UW
ERS,215,Env & Sust Assessment 1,,ONLN
ERS,234,Forest Ecosystems,,UW
ERS,245,Biodiversity Conservation,,ONLN
ERS,317,Waste Management,,UW
ERS,320,Economics & Sustainability,,UW
ERS,337,ReWilding & Ecol Restoration,,UW
ERS,346,Wildlife Ecology,,UW
ERS,375,Readings: Env/Resources/Sust,Sust. Assessment/Procurement,ONLN
ERS,383,Tropical Ecosystems,,UW
ERS,401,Translational Ecology,,UW
ERS,402,Senior Hons Research Seminar,,UW
ERS,403A,Senior Honours Thesis,,UW
ERS,403B,Senior Honours Thesis,,UW
ERS,404,Global Environmentl Governance,,UW
ERS,415,Env & Sust Assessment 3,,UW
ERS,431,Climate Change Consequences,,UW
ERS,456,Tranforming CND Resource Mgmt,,UW
EVST,110W,"Env, Sustain & Society (WLU)",,WLU
FINE,100,Studio Fundamentals,,UW
FINE,101,Art History & Visual Culture,,UW
FINE,130,Intro Digital Imaging,,ONLN
FINE,150,Appreciation & Expression,,UW
FINE,202,Painting,,UW
FINE,224,Expressive Drawing,,UW
FINE,228,Design & Imaging,,UW
FINE,242,Roman Art & Architecture,,UW
FINE,243,Topics: Experiential Learning,,OFF
FINE,257,"Video, Media & Digital Turn",,UW
FINE,275,Calligraphy to Conceptual Art,,REN
FINE,319,Contemporary Art,,UW
FINE,327,Open Studio,,UW
FINE,343,Topics: Experiential Learning,,OFF
FINE,473,Honours Thesis 2,,UW
FR,101,Beginner French,,ONLN
FR,151,Basic French 1,,UW
FR,151,Basic French 1,,ONLN
FR,152,Basic French 2,,STJ
FR,152,Basic French 2,,ONLN
FR,192A,French Language 1: Module 1,,UW
FR,192A,French Language 1: Module 1,,ONLN
FR,192B,French Language 1: Module 2,,UW
FR,192B,French Language 1: Module 2,,ONLN
FR,250,Intermediate Spoken French,,UW
FR,251,French Language 2: Module 1,,ONLN
FR,252,French Language 2: Module 2,,UW
FR,276,Intro Lit: Quebec & French CND,,UW
FR,297,Culture & Lit: 1715 to Present,,UW
FR,355,Business French 2,,ONLN
FR,452,Adv French Language,,UW
FR,473,Aspects of French Canada,,UW
FR,485,French Women Writers,,UW
GBDA,101,Intro Digital Media Design,,UW
GBDA,201,Digital Media Project 1,,UW
GBDA,202,Digital Media Project 2,,UW
GBDA,203,Intro Digital Culture,,UW
GBDA,204,Working in Teams & Prj Mgmt,,UW
GBDA,205,Quantitative Methods,,ONLN
GBDA,210,Intro User Experience Design,,UW
GBDA,211,Intro Global Business,,UW
GBDA,212,Portfolio & Prof Communication,,UW
GBDA,228,Digital Imaging Online Applic,,BLND
GBDA,302,Global Digital Project 2,,UW
GBDA,304,Marketing in the Digital World,,UW
GBDA,306,Ethics & Values in Design,,UW
GBDA,402,Capstone Course,,BLND
GBDA,410,User Experience Research,,UW
GBDA,412,Topics: Digital Cultures,How to Be Designer,UW
GBDA,413,Topics: Design & Society,Media for Social Change,UW
GBDA,414,Topics: Interaction Design,Virtual Reality,UW
GENE,120,First-Year Eng Seminar,,UW
GENE,123,Elec Circuits & Instrument,,UW
GENE,199,Topics: First-Year Eng,,ONLN
GENE,301,Special Directed Studies,,UW
GENE,302,Special Directed Studies,,UW
GENE,303,International Studies in Eng,,UW
GENE,315,Directed Studies: Non-Tech,,UW
GENE,396,Engineering Study Abroad,,OFF
GENE,402,Special Directed Studies,,UW
GENE,404,Interdiscipl Design Project 2,,UW
GENE,415,Directed Studies: Non-Tech,Analysis of Stdnt Leadrshp Exp,UW
GENE,499,Topics: Fourth-Year Eng,Appl Analysis of Tech Des Exp,UW
GENE,502,Directed Studies: Visiting Stu,,UW
GEOE,223,Diff Equations & Balance Laws,,UW
GEOE,224,Probability & Statistics,,UW
GEOE,280,Fluid Mechanics,,UW
GEOE,298,Seminar,,UW
GEOE,391,Law & Ethics,,UW
GEOE,399,Seminar,,UW
GEOE,401,Design Project 2,,UW
GEOE,495,Topics: Design Intensive,Energy Geomechanics,UW
GEOE,499,Seminar,,UW
GEOE,554,Geotechnical Engineering 3,,UW
GEOG,101,Human Geographies,,UW
GEOG,102,Global Environmental Systems,,UW
GEOG,181,Designing Effective Maps,,UW
GEOG,202,Geography of Global Economy,,UW
GEOG,207,Climate Change Fundamentals,,ONLN
GEOG,209,Hydroclimatology,,UW
GEOG,219,How Pandemic Change World,,ONLN
GEOG,281,Intro GIS,,UW
GEOG,306,Nat Hazards: Human Dimensions,,UW
GEOG,307,Climate Change: Soc Adaptation,,UW
GEOG,309,Physical Climatology,,UW
GEOG,314,Climate Services,,UW
GEOG,318,Spatial Analysis,,UW
GEOG,320,The Cryosphere,,UW
GEOG,323,Tourism: Intl Perspectives,,UW
GEOG,325,Geographies of Health,,UW
GEOG,368,Ecology & Conservation,,UW
GEOG,371,Adv Remote Sensing Techniques,,UW
GEOG,381,Advanced GIS,,UW
GEOG,391,Field Research,,UW
GEOG,405,Wetlands,,UW
GEOG,407,Env Hydrology: Terrestrial,,UW
GEOG,414,Climate Justice,,UW
GEOG,416,Aviation Sustainability,,UW
GEOG,417,Climate Change Communication,,UW
GEOG,420,Ice Sheets & Glaciers,,UW
GEOG,423,Sustainable Tourism,,UW
GEOG,432,Health & the Built Environment,,UW
GEOG,452,Climate Change & Env Project,,UW
GEOG,456,Tranforming CND Resource Mgmt,,UW
GEOG,457,Wildfire & Landscape Change,,UW
GEOG,471,Remote Sensing Project,,UW
GEOG,474,Special Topics: Geography,Metro CND:CHG&Str - PLAN450,UW
GEOG,481,GIS Project,,UW
GEOG,487,Management Issues in GIS,,UW
GEOG,490A,Honours Thesis Preparation,,UW
GEOG,490B,Honours Thesis Completion,,UW
GER,101,Elementary German 1,,UW
GER,101,Elementary German 1,,ONLN
GER,102,Elementary German 2,,UW
GER,102,Elementary German 2,,ONLN
GER,120,Fairy Tales: Then & Now,,ONLN
GER,200,Transcultural Studies,,UW
GER,201,Intermediate German 1,,ONLN
GER,202,Intermediate German 2,,ONLN
GER,250,Performance German 1,,UW
GER,303,Interactive Language & Culture,,ONLN
GER,350,Performance German 2,,UW
GERON,218,Psychology of Death & Dying,,STJ
GERON,245,Canadian Health Systems,,UW
GERON,310,"Development, Aging & Health",,UW
GERON,352,Sociology of Aging,,UW
GERON,355,Biology of Human Aging,,UW
GERON,400,Aging: Interdiscipl Perspect,,ONLN
GRK,102,Intro Ancient Greek 2,,UW
GRK,202,Selections from Greek Authors,,ONLN
GRK,331,Adv Studies: Greek Prose,Contxt and Genre of Grk Sympsm,UW
GRK,490,Greek: Selected Topics,Contxt and Genre of Grk Sympsm,UW
GSJ,102,Intro GSJ: The Global South,,UW
GSJ,206,Women & the Law,,UW
GSJ,222,Gender Issues,,UW
GSJ,260,Social Determinants of Health,,UW
GSJ,271,Special Topics,Sexual Violence & Citizenship,UW
GSJ,304,Research as Resistance,,UW
GSJ,307,Race & Resistance,,UW
GSJ,326,Sexuality & Law,,UW
GSJ,334,Women & Music,,CGC
GSJ,347,"Witches, Wives & Whores",,ONLN
GSJ,472,Topics: Intersect Fem Theory,Early Modern Trans* Writing,UW
GSJ,472,Topics: Intersect Fem Theory,Fem persepctive on Language,UW
GSJ,472,Topics: Intersect Fem Theory,Racial Justice Movements,UW
GSJ,472,Topics: Intersect Fem Theory,The Body Politic,UW
HEALTH,100,Healthy Lifestyle,,ONLN
HEALTH,105,Mental Health Literacy,,ONLN
HEALTH,150,Found Human Anatomy & Physiol,,ONLN
HEALTH,395,Study Abroad,,UW
HHUM,101,Health Humanities Foundations,,STJ
HHUM,222,"Health, Illness & Narrative",,UW
HHUM,263,"Contagion, Disease & Illness",,ONLNJ
HHUM,288,"Health, Medicine, Spirituality",,STJ
HHUM,311,"Culture, Mental Hlth, Wellness",,STJ
HHUM,312,Cross-Cultural Care Traditions,,STJ
HHUM,372,Women & Medicine in Lit,,STJ
HIST,105,Rock 'n' Roll & US History,,UW
HIST,111,History of Western World 2,,CGC
HIST,112,Sci & Tech in Global History,,UW
HIST,113,Canadian Business History,,UW
HIST,216,Long History of the Internet,,ONLN
HIST,226,Canada in World War 2,,UW
HIST,232,A History of Peace Movements,,ONLNG
HIST,235,History of Christianity,,CGC
HIST,236,Law & Society in Middle Ages,,STJ
HIST,239,Hist Mod China: 1911-Present,,UW
HIST,252,Roman History,,UW
HIST,254,Canada Since 1867,,STJ
HIST,258,US: Since the Civil War Era,,UW
HIST,268,A Global History of Empires,,UW
HIST,277,Canadian Legal History,,UW
HIST,313,Family in North America,,STJ
HIST,319,Animals in Human History,,UW
HIST,324,Gardens & Gardeners in Canada,,UW
HIST,342,Cold War Canada,,STJ
HIST,347,"Witches, Wives & Whores",,ONLN
HIST,358,Nazi Germany,,UW
HIST,374,Canada's Social History,,STJ
HIST,388,Modern Canada,,UW
HIST,422,Special Topics,20thc. German Hist via Memoirs,UW
HIST,422,Special Topics,Gender & Writing of History,STJ
HIST,422,Special Topics,Sex & Gender in Early Mod Euro,ONLN
HIST,450,Making History,,STJ
HLTH,102,Intro Health 2,,UW
HLTH,218,Psychology of Death & Dying,,STJ
HLTH,230,Intro Health Informatics,,UW
HLTH,245,Canadian Health Systems,,UW
HLTH,260,Social Determinants of Health,,UW
HLTH,301,Applied Health Promotion,,UW
HLTH,310,"Development, Aging & Health",,UW
HLTH,335,Intro Stat Analytics in Hlth,,UW
HLTH,341,Pathobiology Principles,,UW
HLTH,344,Qualitative Meth Hlth Research,,UW
HLTH,352,Sociology of Aging,,UW
HLTH,355,Public Health Nutrition,,UW
HLTH,358,Social Neuroscience 1,,UW
HLTH,370,Ecologic Determinants of Hlth,,UW
HLTH,392,Mental Hlth Systems & Policy,,UW
HLTH,400,Aging: Interdiscipl Perspect,,ONLN
HLTH,403,Global Health Innovation,,UW
HLTH,420,Health & the Built Environment,,UW
HLTH,435,Knowledge Translation,,UW
HLTH,443,Communicable Diseases,,UW
HLTH,445,Pandemic Preparedness,,UW
HLTH,449,Alcohol & Drug Use in Society,,UW
HLTH,458,Social Neuroscience 2,,UW
HLTH,465,Epigenetics & Health,,UW
HLTH,479,Child Mental Hlth Epidemiology,,UW
HLTH,480,Competencies in Health,,UW
HLTH,481,Community Learning Project,,UW
HRM,200,Basic Human Resources Mgmt,,UW
HRM,200,Basic Human Resources Mgmt,,ONLN
HRM,301,Strategic Human Resources Mgmt,,UW
HRM,303,Compensation,,UW
HRTS,101,Intro Human Rights,,UTD
HRTS,203,Charter of Rights & Freedoms,,UTD
HRTS,204,CND Law: Discrim & Rights,,UTD
HRTS,302,Contemp Human Rights Issues,,UTD
HRTS,305,Indigenous Rights,,UTD
INDENT,310,Indigenous Venture Creation,,ONLNT
INDENT,320,Indigenous Econ Dev Corp,,ONLNT
INDENT,325,Practicum 2,,ONLNT
INDEV,202,Acct for Dev Organizations,,UW
INDEV,300,Culture & Ethics,,UTD
INDEV,402,International Dev Placement 2,,ONLN
INDEV,490B,Hons Thesis: Prj Completion,,ONLN
INDG,201,Indigenous Experience Canada,,UTD
INDG,301,Theories Indigeneity,,UTD
INDG,305,Indigenous Rights,,UTD
INDG,390,Special Topics,Decolonizing Family,STJ
INNOV,201,Social Innovation Global,,UTD
INTEG,10,Knowledge Integration Seminar,,UW
INTEG,121,Collaboration & Dsgn Thinking,,UW
INTEG,221,Social Nature of Knowledge,,UW
INTEG,230,Museum: Prep & Field Trip,,UW
INTEG,321,Museum: Practicum & Present,,UW
INTEG,420B,Senior Honours Project B,,UW
ITAL,101,Intro Italian Language 1,,ONLNJ
ITAL,102,Intro Italian Language 2,,BLNDJ
ITAL,102,Intro Italian Language 2,,ONLNJ
ITAL,202,Intermediate Italian 2,,BLNDJ
ITALST,111,"Sex, Marriage, Family in Italy",,ONLNJ
ITALST,263,"Contagion, Disease & Illness",,ONLNJ
ITALST,281,Italian Cinema and the Novel,,STJ
ITALST,292,Ital Culture & Civilization 2,,ONLNJ
JAPAN,101R,First-Year Japanese 1,,REN
JAPAN,102R,First-Year Japanese 2,,REN
JAPAN,201R,Second-Year Japanese 1,,REN
JAPAN,202R,Second-Year Japanese 2,,REN
JAPAN,301R,Third-Year Japanese 1,,REN
JAPAN,302R,Third-Year Japanese 2,,REN
JS,209,Jews & Jewishness,,ONLN
JS,236,Paul: Life & Letters,,ONLNG
KIN,100,Regional Human Anatomy,,UW
KIN,100L,Regional Human Anatomy Lab,,UW
KIN,140L,Sports Injury Management Lab,,UW
KIN,146,Intro Human Nutrition,,UW
KIN,204,Assessment & Prescription,,UW
KIN,204L,Assessment & Prescription Lab,,UW
KIN,221,Advanced Biomechanics,,UW
KIN,221L,Advanced Biomechanics Lab,,UW
KIN,232,Research Design & Statistics,,UW
KIN,310,"Development, Aging & Health",,UW
KIN,312,Intro Neurological Disorders,,UW
KIN,320,Task Analysis,,UW
KIN,326,Forensic Biomechanics,,UW
KIN,327,Trauma Biomechanics,,UW
KIN,342,Nutrition & Aging,,UW
KIN,351,Orthopedic Injury Rehab,,UW
KIN,352,Sociology of Aging,,UW
KIN,356,Sensory Systems Neuroscience,,UW
KIN,360,Concussion,,ONLN
KIN,391,Research Apprenticeship,,UW
KIN,397,Strength & Conditioning,,UW
KIN,403,Occupational Physiology,,UW
KIN,404,Physiol: Obesity & Diabetes,,UW
KIN,415,Clinical Neurophysiology,,UW
KIN,431,Research Proposal,Kinesiology,UW
KIN,431,Research Proposal,Ergonomics,UW
KIN,431,Research Proposal,Rehabilitation,UW
KIN,431,Research Proposal,Gerontology,UW
KIN,431,Research Proposal,Nutrition,UW
KIN,431,Research Proposal,Motor Control and Learning,UW
KIN,431,Research Proposal,Movement Disorders,UW
KIN,431,Research Proposal,Anatomy,UW
KIN,431,Research Proposal,Occupational Health,UW
KIN,431,Research Proposal,Sports Medicine,UW
KIN,431,Research Proposal,Psych of Physical Activity,UW
KIN,431,Research Proposal,Sociology of Physical Activity,UW
KIN,431,Research Proposal,Neuroscience,UW
KIN,431,Research Proposal,Exercise Physiology,UW
KIN,431,Research Proposal,Biochemistry,UW
KIN,431,Research Proposal,Biomechanics,UW
KIN,432,Research Project,Kinesiology,UW
KIN,432,Research Project,Ergonomics,UW
KIN,432,Research Project,Rehabilitation,UW
KIN,432,Research Project,Gerontology,UW
KIN,432,Research Project,Nutrition,UW
KIN,432,Research Project,Motor Control and Learning,UW
KIN,432,Research Project,Movement Disorders,UW
KIN,432,Research Project,Anatomy,UW
KIN,432,Research Project,Occupational Health,UW
KIN,432,Research Project,Sports Medicine,UW
KIN,432,Research Project,Psych of Physical Activity,UW
KIN,432,Research Project,Sociology of Physical Activity,UW
KIN,432,Research Project,Neuroscience,UW
KIN,432,Research Project,Exercise Physiology,UW
KIN,432,Research Project,Biochemistry,UW
KIN,432,Research Project,Biomechanics,UW
KIN,433,Senior Essay,Kinesiology,UW
KIN,433,Senior Essay,Rehabilitation,UW
KIN,433,Senior Essay,Gerontology,UW
KIN,433,Senior Essay,Nutrition,UW
KIN,433,Senior Essay,Motor Control and Learning,UW
KIN,433,Senior Essay,Movement Disorders,UW
KIN,433,Senior Essay,Anatomy,UW
KIN,433,Senior Essay,Occupational Health,UW
KIN,433,Senior Essay,Sports Medicine,UW
KIN,433,Senior Essay,Psych of Physical Activity,UW
KIN,433,Senior Essay,Sociology of Physical Activity,UW
KIN,433,Senior Essay,Neuroscience,UW
KIN,433,Senior Essay,Exercise Physiology,UW
KIN,433,Senior Essay,Biochemistry,UW
KIN,433,Senior Essay,Biomechanics,UW
KIN,446,Advanced Nutrition,,BLND
KIN,455,Neurodevelopment,,UW
KIN,470,Sem: Kinesiology,Human-Technology Interfaces,UW
KIN,470,Sem: Kinesiology,Health in Neurologic Disease,UW
KIN,470,Sem: Kinesiology,"Health, wellness, and society",UW
KIN,470,Sem: Kinesiology,Kinesiology in the Workplace,UW
KIN,471,Kin: Contemporary Issues,Behaviour Change,UW
KIN,471,Kin: Contemporary Issues,Health Psychology,UW
KIN,472,Directed Study,Kinesiology,UW
KIN,472,Directed Study,Nutrition,UW
KIN,472,Directed Study,Ergonomics,UW
KIN,472,Directed Study,Rehabilitation,UW
KIN,472,Directed Study,Psych of Physical Activity,UW
KIN,472,Directed Study,Sociology of Physical Activity,UW
KIN,472,Directed Study,Anatomy,UW
KIN,472,Directed Study,Occupational Health,UW
KIN,472,Directed Study,Sports Medicine,UW
KIN,472,Directed Study,Neuroscience 2,UW
KIN,472,Directed Study,Neuroscience 1,UW
KIN,472,Directed Study,Exercise Physiology 2,UW
KIN,472,Directed Study,Exercise Physiology 1,UW
KIN,472,Directed Study,Biomechanics 2,UW
KIN,472,Directed Study,Biomechanics 1,UW
KIN,492,Exercise & Chronic Diseases,,UW
KOREA,101R,First-Year Korean 1,,REN
KOREA,102R,First-Year Korean 2,,REN
KOREA,201R,Second-Year Korean 1,,REN
KOREA,202R,Second-Year Korean 2,,REN
LAT,102,Intro Latin 2,,UW
LAT,202,Selections from Latin Authors,,UW
LS,101,Intro Legal Studies,,STJ
LS,101,Intro Legal Studies,,ONLNJ
LS,201,Women & the Law,,UW
LS,202,Criminal Law,,STJ
LS,206,Canadian Government & Politics,,UW
LS,213,Surveillance Studies,,UW
LS,221,Research Methods,,UW
LS,227,Criminology,,ONLN
LS,236,Law & Society in Middle Ages,,STJ
LS,237,Canadian Legal History,,UW
LS,250,Family Policy and the Law,,STJ
LS,271,Conflict Resolution,,ONLNG
LS,273,Children's Rights in Canada,,ONLNR
LS,283,Business Law,,UW
LS,286,Law in Popular Culture,,BLNDJ
LS,292,Literature & the Law,,STJ
LS,300,Sociology of Law,,UW
LS,300,Sociology of Law,,STJ
LS,301,Legal Studies Research Methods,,STJ
LS,319,Negotiation: Theory & Strat,,CGC
LS,322,Field Research Methods,,BLND
LS,325,Sexuality & Law,,UW
LS,326,Punishment & Society,,UW
LS,327,Policing in a Democratic Soc,,ONLNJ
LS,328,Trafficking & Financial Crime,,ONLN
LS,344,Restorative Justice,,CGC
LS,351,Philosophy of Law,,BLNDJ
LS,366,Global Governance,,UW
LS,386,Law & Violence,,BLNDJ
LS,387,Criminal Justice Institutions,,UW
LS,401,"Law, Culture & Rights",,STJ
LS,401,"Law, Culture & Rights",,ONLNJ
LS,402,Legal Authority & Subjectivity,,STJ
LS,402,Legal Authority & Subjectivity,,ONLNJ
LS,403,Crime & Public Policy,,UW
LS,426,Criminology of Mobility,,UW
LS,431,Corporate Governance,,STJ
LS,433,"Crime, Law & Technoscience",,UW
LS,462,Indigenous Political Theory,,UW
LS,496,Special Topics,Gender & Crime,UW
LS,496,Special Topics,Wicked Problems of Policing,UW
LS,496,Special Topics,Laws of Academia,ONLNJ
LS,498,Directed Readings,,UW
MATBUS,371,Intro Corporate Finance,,UW
MATBUS,470,Derivatives,,UW
MATBUS,471,Fixed Income Securities,,UW
MATBUS,472,Risk Management,,UW
MATH,103,Intro Algebra (Arts & Soc Sci),,ONLN
MATH,104,Intro Calc (Arts & Soc Sci),,ONLN
MATH,106,Applied Linear Algebra 1,,ONLN
MATH,114,Linear Algebra (Sci),,UW
MATH,118,Calculus 2 (Eng),,UW
MATH,119,Calculus 2 (Eng),,UW
MATH,127,Calculus 1 (Sci),,UW
MATH,127,Calculus 1 (Sci),,ONLN
MATH,128,Calculus 2 (Sci),,UW
MATH,128,Calculus 2 (Sci),,ONLN
MATH,135,Algebra (Honours),,UW
MATH,135,Algebra (Honours),,ONLN
